,timestamp,building_id,energy_consumption,site_id,sqm,lat,lng,timezone,industry,yearbuilt,numberoffloors,occupants,airTemperature,anomaly
20,2017-01-04 04:00:00,Swan_unknown_Rudy,203.8161,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
21,2017-01-04 05:00:00,Swan_unknown_Rudy,203.5478,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
22,2017-01-04 06:00:00,Swan_unknown_Rudy,202.3153,Swan,6394.6,,,US/Pacific,,2006.0,,,13.3,False
23,2017-01-04 07:00:00,Swan_unknown_Rudy,204.9933,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
24,2017-01-04 08:00:00,Swan_unknown_Rudy,208.445,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
25,2017-01-04 09:00:00,Swan_unknown_Rudy,213.8961,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
26,2017-01-04 10:00:00,Swan_unknown_Rudy,215.7728,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
27,2017-01-04 11:00:00,Swan_unknown_Rudy,213.3661,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
28,2017-01-04 12:00:00,Swan_unknown_Rudy,218.1922,Swan,6394.6,,,US/Pacific,,2006.0,,,11.1,False
29,2017-01-04 13:00:00,Swan_unknown_Rudy,216.7861,Swan,6394.6,,,US/Pacific,,2006.0,,,11.7,False
30,2017-01-04 14:00:00,Swan_unknown_Rudy,221.0642,Swan,6394.6,,,US/Pacific,,2006.0,,,11.1,False
31,2017-01-04 15:00:00,Swan_unknown_Rudy,217.6019,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
32,2017-01-04 16:00:00,Swan_unknown_Rudy,215.7858,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
33,2017-01-04 17:00:00,Swan_unknown_Rudy,214.1253,Swan,6394.6,,,US/Pacific,,2006.0,,,10.0,False
34,2017-01-04 18:00:00,Swan_unknown_Rudy,215.2303,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
35,2017-01-04 19:00:00,Swan_unknown_Rudy,207.8936,Swan,6394.6,,,US/Pacific,,2006.0,,,9.4,False
36,2017-01-04 20:00:00,Swan_unknown_Rudy,208.9164,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
37,2017-01-04 21:00:00,Swan_unknown_Rudy,205.9142,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
38,2017-01-04 22:00:00,Swan_unknown_Rudy,206.4989,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
39,2017-01-04 23:00:00,Swan_unknown_Rudy,204.8586,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
40,2017-01-05 00:00:00,Swan_unknown_Rudy,203.6969,Swan,6394.6,,,US/Pacific,,2006.0,,,8.3,False
41,2017-01-05 01:00:00,Swan_unknown_Rudy,205.4814,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
42,2017-01-05 02:00:00,Swan_unknown_Rudy,202.1681,Swan,6394.6,,,US/Pacific,,2006.0,,,8.3,False
43,2017-01-05 03:00:00,Swan_unknown_Rudy,202.3492,Swan,6394.6,,,US/Pacific,,2006.0,,,7.8,False
44,2017-01-05 04:00:00,Swan_unknown_Rudy,204.4986,Swan,6394.6,,,US/Pacific,,2006.0,,,7.2,False
45,2017-01-05 05:00:00,Swan_unknown_Rudy,204.6711,Swan,6394.6,,,US/Pacific,,2006.0,,,7.2,False
46,2017-01-05 06:00:00,Swan_unknown_Rudy,203.8739,Swan,6394.6,,,US/Pacific,,2006.0,,,7.2,False
47,2017-01-05 07:00:00,Swan_unknown_Rudy,205.5394,Swan,6394.6,,,US/Pacific,,2006.0,,,7.2,False
48,2017-01-05 08:00:00,Swan_unknown_Rudy,210.155,Swan,6394.6,,,US/Pacific,,2006.0,,,7.2,False
49,2017-01-05 09:00:00,Swan_unknown_Rudy,211.7581,Swan,6394.6,,,US/Pacific,,2006.0,,,7.2,False
50,2017-01-05 10:00:00,Swan_unknown_Rudy,212.74,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
51,2017-01-05 11:00:00,Swan_unknown_Rudy,217.2181,Swan,6394.6,,,US/Pacific,,2006.0,,,10.0,False
52,2017-01-05 12:00:00,Swan_unknown_Rudy,218.2756,Swan,6394.6,,,US/Pacific,,2006.0,,,10.0,False
53,2017-01-05 13:00:00,Swan_unknown_Rudy,221.7408,Swan,6394.6,,,US/Pacific,,2006.0,,,10.0,False
54,2017-01-05 14:00:00,Swan_unknown_Rudy,223.5425,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
55,2017-01-05 15:00:00,Swan_unknown_Rudy,221.9639,Swan,6394.6,,,US/Pacific,,2006.0,,,10.0,False
56,2017-01-05 16:00:00,Swan_unknown_Rudy,219.7275,Swan,6394.6,,,US/Pacific,,2006.0,,,9.4,False
57,2017-01-05 17:00:00,Swan_unknown_Rudy,221.5928,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
58,2017-01-05 18:00:00,Swan_unknown_Rudy,216.2503,Swan,6394.6,,,US/Pacific,,2006.0,,,8.3,False
59,2017-01-05 19:00:00,Swan_unknown_Rudy,213.8908,Swan,6394.6,,,US/Pacific,,2006.0,,,7.2,False
60,2017-01-05 20:00:00,Swan_unknown_Rudy,213.3817,Swan,6394.6,,,US/Pacific,,2006.0,,,6.1,False
61,2017-01-05 21:00:00,Swan_unknown_Rudy,213.1703,Swan,6394.6,,,US/Pacific,,2006.0,,,5.6,False
62,2017-01-05 22:00:00,Swan_unknown_Rudy,210.2036,Swan,6394.6,,,US/Pacific,,2006.0,,,5.0,False
63,2017-01-05 23:00:00,Swan_unknown_Rudy,210.5117,Swan,6394.6,,,US/Pacific,,2006.0,,,5.6,False
64,2017-01-06 00:00:00,Swan_unknown_Rudy,210.4903,Swan,6394.6,,,US/Pacific,,2006.0,,,3.9,False
65,2017-01-06 01:00:00,Swan_unknown_Rudy,207.515,Swan,6394.6,,,US/Pacific,,2006.0,,,3.3,False
66,2017-01-06 02:00:00,Swan_unknown_Rudy,210.8628,Swan,6394.6,,,US/Pacific,,2006.0,,,2.8,False
67,2017-01-06 03:00:00,Swan_unknown_Rudy,207.5136,Swan,6394.6,,,US/Pacific,,2006.0,,,2.2,False
68,2017-01-06 04:00:00,Swan_unknown_Rudy,207.245,Swan,6394.6,,,US/Pacific,,2006.0,,,1.1,False
69,2017-01-06 05:00:00,Swan_unknown_Rudy,207.4222,Swan,6394.6,,,US/Pacific,,2006.0,,,1.7,False
70,2017-01-06 06:00:00,Swan_unknown_Rudy,207.8975,Swan,6394.6,,,US/Pacific,,2006.0,,,0.6,False
71,2017-01-06 07:00:00,Swan_unknown_Rudy,208.5928,Swan,6394.6,,,US/Pacific,,2006.0,,,1.7,False
72,2017-01-06 08:00:00,Swan_unknown_Rudy,212.3269,Swan,6394.6,,,US/Pacific,,2006.0,,,0.6,False
73,2017-01-06 09:00:00,Swan_unknown_Rudy,214.8664,Swan,6394.6,,,US/Pacific,,2006.0,,,3.3,False
74,2017-01-06 10:00:00,Swan_unknown_Rudy,219.7144,Swan,6394.6,,,US/Pacific,,2006.0,,,6.1,False
75,2017-01-06 11:00:00,Swan_unknown_Rudy,223.935,Swan,6394.6,,,US/Pacific,,2006.0,,,6.1,False
76,2017-01-06 12:00:00,Swan_unknown_Rudy,226.8403,Swan,6394.6,,,US/Pacific,,2006.0,,,7.8,False
77,2017-01-06 13:00:00,Swan_unknown_Rudy,218.7033,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
78,2017-01-06 14:00:00,Swan_unknown_Rudy,224.1069,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
79,2017-01-06 15:00:00,Swan_unknown_Rudy,228.2206,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
80,2017-01-06 16:00:00,Swan_unknown_Rudy,224.3442,Swan,6394.6,,,US/Pacific,,2006.0,,,10.0,False
81,2017-01-06 17:00:00,Swan_unknown_Rudy,222.9758,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
82,2017-01-06 18:00:00,Swan_unknown_Rudy,219.7117,Swan,6394.6,,,US/Pacific,,2006.0,,,8.3,False
83,2017-01-06 19:00:00,Swan_unknown_Rudy,216.9394,Swan,6394.6,,,US/Pacific,,2006.0,,,8.3,False
84,2017-01-06 20:00:00,Swan_unknown_Rudy,211.4589,Swan,6394.6,,,US/Pacific,,2006.0,,,8.3,False
85,2017-01-06 21:00:00,Swan_unknown_Rudy,213.6708,Swan,6394.6,,,US/Pacific,,2006.0,,,8.3,False
86,2017-01-06 22:00:00,Swan_unknown_Rudy,210.5947,Swan,6394.6,,,US/Pacific,,2006.0,,,7.8,False
87,2017-01-06 23:00:00,Swan_unknown_Rudy,209.9747,Swan,6394.6,,,US/Pacific,,2006.0,,,7.8,False
88,2017-01-07 00:00:00,Swan_unknown_Rudy,209.4194,Swan,6394.6,,,US/Pacific,,2006.0,,,7.8,False
89,2017-01-07 01:00:00,Swan_unknown_Rudy,210.1847,Swan,6394.6,,,US/Pacific,,2006.0,,,7.8,False
90,2017-01-07 02:00:00,Swan_unknown_Rudy,210.7725,Swan,6394.6,,,US/Pacific,,2006.0,,,8.3,False
91,2017-01-07 03:00:00,Swan_unknown_Rudy,210.4206,Swan,6394.6,,,US/Pacific,,2006.0,,,7.8,False
92,2017-01-07 04:00:00,Swan_unknown_Rudy,210.0408,Swan,6394.6,,,US/Pacific,,2006.0,,,7.8,False
93,2017-01-07 05:00:00,Swan_unknown_Rudy,210.1086,Swan,6394.6,,,US/Pacific,,2006.0,,,10.0,False
94,2017-01-07 06:00:00,Swan_unknown_Rudy,209.8469,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
95,2017-01-07 07:00:00,Swan_unknown_Rudy,207.9719,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
96,2017-01-07 08:00:00,Swan_unknown_Rudy,207.8269,Swan,6394.6,,,US/Pacific,,2006.0,,,11.1,False
97,2017-01-07 09:00:00,Swan_unknown_Rudy,208.1086,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
98,2017-01-07 10:00:00,Swan_unknown_Rudy,207.4694,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
99,2017-01-07 11:00:00,Swan_unknown_Rudy,207.0692,Swan,6394.6,,,US/Pacific,,2006.0,,,13.3,False
100,2017-01-07 12:00:00,Swan_unknown_Rudy,207.0,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
101,2017-01-07 13:00:00,Swan_unknown_Rudy,201.1789,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
102,2017-01-07 14:00:00,Swan_unknown_Rudy,211.4361,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
103,2017-01-07 15:00:00,Swan_unknown_Rudy,207.3172,Swan,6394.6,,,US/Pacific,,2006.0,,,15.6,False
104,2017-01-07 16:00:00,Swan_unknown_Rudy,209.2122,Swan,6394.6,,,US/Pacific,,2006.0,,,15.6,False
105,2017-01-07 17:00:00,Swan_unknown_Rudy,208.6103,Swan,6394.6,,,US/Pacific,,2006.0,,,15.6,False
106,2017-01-07 18:00:00,Swan_unknown_Rudy,208.8525,Swan,6394.6,,,US/Pacific,,2006.0,,,15.6,False
107,2017-01-07 19:00:00,Swan_unknown_Rudy,208.8475,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
108,2017-01-07 20:00:00,Swan_unknown_Rudy,209.1717,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
109,2017-01-07 21:00:00,Swan_unknown_Rudy,209.8131,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
110,2017-01-07 22:00:00,Swan_unknown_Rudy,209.6331,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
111,2017-01-07 23:00:00,Swan_unknown_Rudy,210.0419,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
112,2017-01-08 00:00:00,Swan_unknown_Rudy,209.0983,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
113,2017-01-08 01:00:00,Swan_unknown_Rudy,209.1494,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
114,2017-01-08 02:00:00,Swan_unknown_Rudy,209.0025,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
115,2017-01-08 03:00:00,Swan_unknown_Rudy,208.0072,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
116,2017-01-08 04:00:00,Swan_unknown_Rudy,207.5933,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
117,2017-01-08 05:00:00,Swan_unknown_Rudy,207.1,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
118,2017-01-08 06:00:00,Swan_unknown_Rudy,207.8969,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
119,2017-01-08 07:00:00,Swan_unknown_Rudy,206.89,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
120,2017-01-08 08:00:00,Swan_unknown_Rudy,209.5506,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
121,2017-01-08 09:00:00,Swan_unknown_Rudy,206.6136,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
122,2017-01-08 10:00:00,Swan_unknown_Rudy,206.7939,Swan,6394.6,,,US/Pacific,,2006.0,,,16.1,False
123,2017-01-08 11:00:00,Swan_unknown_Rudy,207.2483,Swan,6394.6,,,US/Pacific,,2006.0,,,16.7,False
124,2017-01-08 12:00:00,Swan_unknown_Rudy,207.6531,Swan,6394.6,,,US/Pacific,,2006.0,,,16.7,False
125,2017-01-08 13:00:00,Swan_unknown_Rudy,208.3814,Swan,6394.6,,,US/Pacific,,2006.0,,,17.2,False
126,2017-01-08 14:00:00,Swan_unknown_Rudy,210.3867,Swan,6394.6,,,US/Pacific,,2006.0,,,16.7,False
127,2017-01-08 15:00:00,Swan_unknown_Rudy,212.3733,Swan,6394.6,,,US/Pacific,,2006.0,,,16.1,False
128,2017-01-08 16:00:00,Swan_unknown_Rudy,210.5481,Swan,6394.6,,,US/Pacific,,2006.0,,,16.1,False
129,2017-01-08 17:00:00,Swan_unknown_Rudy,211.2356,Swan,6394.6,,,US/Pacific,,2006.0,,,15.6,False
130,2017-01-08 18:00:00,Swan_unknown_Rudy,211.8597,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
131,2017-01-08 19:00:00,Swan_unknown_Rudy,212.7547,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
132,2017-01-08 20:00:00,Swan_unknown_Rudy,211.5194,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
133,2017-01-08 21:00:00,Swan_unknown_Rudy,215.4619,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
134,2017-01-08 22:00:00,Swan_unknown_Rudy,208.7053,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
135,2017-01-08 23:00:00,Swan_unknown_Rudy,210.9214,Swan,6394.6,,,US/Pacific,,2006.0,,,15.6,False
136,2017-01-09 00:00:00,Swan_unknown_Rudy,207.4628,Swan,6394.6,,,US/Pacific,,2006.0,,,16.1,False
137,2017-01-09 01:00:00,Swan_unknown_Rudy,210.9658,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
138,2017-01-09 02:00:00,Swan_unknown_Rudy,207.47,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
139,2017-01-09 03:00:00,Swan_unknown_Rudy,208.5325,Swan,6394.6,,,US/Pacific,,2006.0,,,13.3,False
140,2017-01-09 04:00:00,Swan_unknown_Rudy,206.4286,Swan,6394.6,,,US/Pacific,,2006.0,,,13.3,False
141,2017-01-09 05:00:00,Swan_unknown_Rudy,206.2022,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
142,2017-01-09 06:00:00,Swan_unknown_Rudy,206.4019,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
143,2017-01-09 07:00:00,Swan_unknown_Rudy,208.2925,Swan,6394.6,,,US/Pacific,,2006.0,,,11.1,False
144,2017-01-09 08:00:00,Swan_unknown_Rudy,210.2539,Swan,6394.6,,,US/Pacific,,2006.0,,,11.7,False
145,2017-01-09 09:00:00,Swan_unknown_Rudy,219.6781,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
146,2017-01-09 10:00:00,Swan_unknown_Rudy,218.8225,Swan,6394.6,,,US/Pacific,,2006.0,,,13.3,False
147,2017-01-09 11:00:00,Swan_unknown_Rudy,223.6883,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
148,2017-01-09 12:00:00,Swan_unknown_Rudy,225.4644,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
149,2017-01-09 13:00:00,Swan_unknown_Rudy,228.8817,Swan,6394.6,,,US/Pacific,,2006.0,,,15.6,False
150,2017-01-09 14:00:00,Swan_unknown_Rudy,229.6208,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
151,2017-01-09 15:00:00,Swan_unknown_Rudy,232.5786,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
152,2017-01-09 16:00:00,Swan_unknown_Rudy,237.6053,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
153,2017-01-09 17:00:00,Swan_unknown_Rudy,233.1375,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
154,2017-01-09 18:00:00,Swan_unknown_Rudy,225.2244,Swan,6394.6,,,US/Pacific,,2006.0,,,13.3,False
155,2017-01-09 19:00:00,Swan_unknown_Rudy,219.9272,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
156,2017-01-09 20:00:00,Swan_unknown_Rudy,219.6731,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
157,2017-01-09 21:00:00,Swan_unknown_Rudy,218.315,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
158,2017-01-09 22:00:00,Swan_unknown_Rudy,214.0786,Swan,6394.6,,,US/Pacific,,2006.0,,,13.3,False
159,2017-01-09 23:00:00,Swan_unknown_Rudy,212.5597,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
160,2017-01-10 00:00:00,Swan_unknown_Rudy,213.7903,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
161,2017-01-10 01:00:00,Swan_unknown_Rudy,211.2431,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
162,2017-01-10 02:00:00,Swan_unknown_Rudy,213.1833,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
163,2017-01-10 03:00:00,Swan_unknown_Rudy,210.6122,Swan,6394.6,,,US/Pacific,,2006.0,,,11.7,False
164,2017-01-10 04:00:00,Swan_unknown_Rudy,211.2658,Swan,6394.6,,,US/Pacific,,2006.0,,,11.7,False
165,2017-01-10 05:00:00,Swan_unknown_Rudy,211.5267,Swan,6394.6,,,US/Pacific,,2006.0,,,11.7,False
166,2017-01-10 06:00:00,Swan_unknown_Rudy,211.1011,Swan,6394.6,,,US/Pacific,,2006.0,,,11.7,False
167,2017-01-10 07:00:00,Swan_unknown_Rudy,210.8947,Swan,6394.6,,,US/Pacific,,2006.0,,,11.7,False
168,2017-01-10 08:00:00,Swan_unknown_Rudy,215.1,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
169,2017-01-10 09:00:00,Swan_unknown_Rudy,223.5442,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
170,2017-01-10 10:00:00,Swan_unknown_Rudy,228.3731,Swan,6394.6,,,US/Pacific,,2006.0,,,13.3,False
171,2017-01-10 11:00:00,Swan_unknown_Rudy,230.2744,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
172,2017-01-10 12:00:00,Swan_unknown_Rudy,230.9342,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
173,2017-01-10 13:00:00,Swan_unknown_Rudy,230.8658,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
174,2017-01-10 14:00:00,Swan_unknown_Rudy,234.8803,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
175,2017-01-10 15:00:00,Swan_unknown_Rudy,243.1147,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
176,2017-01-10 16:00:00,Swan_unknown_Rudy,237.8036,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
177,2017-01-10 17:00:00,Swan_unknown_Rudy,233.9119,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
178,2017-01-10 18:00:00,Swan_unknown_Rudy,222.2239,Swan,6394.6,,,US/Pacific,,2006.0,,,15.0,False
179,2017-01-10 19:00:00,Swan_unknown_Rudy,215.895,Swan,6394.6,,,US/Pacific,,2006.0,,,15.6,False
180,2017-01-10 20:00:00,Swan_unknown_Rudy,213.0819,Swan,6394.6,,,US/Pacific,,2006.0,,,15.6,False
181,2017-01-10 21:00:00,Swan_unknown_Rudy,211.875,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
182,2017-01-10 22:00:00,Swan_unknown_Rudy,212.7025,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
183,2017-01-10 23:00:00,Swan_unknown_Rudy,214.7675,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
184,2017-01-11 00:00:00,Swan_unknown_Rudy,211.3772,Swan,6394.6,,,US/Pacific,,2006.0,,,14.4,False
185,2017-01-11 01:00:00,Swan_unknown_Rudy,210.9289,Swan,6394.6,,,US/Pacific,,2006.0,,,13.9,False
186,2017-01-11 02:00:00,Swan_unknown_Rudy,210.2125,Swan,6394.6,,,US/Pacific,,2006.0,,,13.3,False
187,2017-01-11 03:00:00,Swan_unknown_Rudy,210.4764,Swan,6394.6,,,US/Pacific,,2006.0,,,13.3,False
188,2017-01-11 04:00:00,Swan_unknown_Rudy,210.6339,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
189,2017-01-11 05:00:00,Swan_unknown_Rudy,210.0531,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
190,2017-01-11 06:00:00,Swan_unknown_Rudy,210.5842,Swan,6394.6,,,US/Pacific,,2006.0,,,11.1,False
191,2017-01-11 07:00:00,Swan_unknown_Rudy,213.4281,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
192,2017-01-11 08:00:00,Swan_unknown_Rudy,210.7567,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
193,2017-01-11 09:00:00,Swan_unknown_Rudy,180.5169,Swan,6394.6,,,US/Pacific,,2006.0,,,11.7,True
194,2017-01-11 10:00:00,Swan_unknown_Rudy,256.3864,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
195,2017-01-11 11:00:00,Swan_unknown_Rudy,238.7214,Swan,6394.6,,,US/Pacific,,2006.0,,,11.7,False
196,2017-01-11 12:00:00,Swan_unknown_Rudy,229.0561,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
197,2017-01-11 13:00:00,Swan_unknown_Rudy,229.3511,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
198,2017-01-11 14:00:00,Swan_unknown_Rudy,233.2981,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
199,2017-01-11 15:00:00,Swan_unknown_Rudy,239.6364,Swan,6394.6,,,US/Pacific,,2006.0,,,12.8,False
200,2017-01-11 16:00:00,Swan_unknown_Rudy,241.0106,Swan,6394.6,,,US/Pacific,,2006.0,,,12.2,False
201,2017-01-11 17:00:00,Swan_unknown_Rudy,238.1353,Swan,6394.6,,,US/Pacific,,2006.0,,,11.7,False
202,2017-01-11 18:00:00,Swan_unknown_Rudy,228.1175,Swan,6394.6,,,US/Pacific,,2006.0,,,11.1,False
203,2017-01-11 19:00:00,Swan_unknown_Rudy,221.7806,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
204,2017-01-11 20:00:00,Swan_unknown_Rudy,218.5964,Swan,6394.6,,,US/Pacific,,2006.0,,,10.6,False
205,2017-01-11 21:00:00,Swan_unknown_Rudy,218.2933,Swan,6394.6,,,US/Pacific,,2006.0,,,10.0,False
206,2017-01-11 22:00:00,Swan_unknown_Rudy,215.5289,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
207,2017-01-11 23:00:00,Swan_unknown_Rudy,214.0675,Swan,6394.6,,,US/Pacific,,2006.0,,,9.4,False
208,2017-01-12 00:00:00,Swan_unknown_Rudy,215.5744,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
209,2017-01-12 01:00:00,Swan_unknown_Rudy,211.9853,Swan,6394.6,,,US/Pacific,,2006.0,,,9.4,False
210,2017-01-12 02:00:00,Swan_unknown_Rudy,214.8056,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
211,2017-01-12 03:00:00,Swan_unknown_Rudy,213.1875,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
212,2017-01-12 04:00:00,Swan_unknown_Rudy,211.89,Swan,6394.6,,,US/Pacific,,2006.0,,,8.9,False
